id,timestamp,hydro_mw,wind_mw,solar_mw,nuclear_mw,fossil_mw,total_mw,renewable_share_pct
,2025-09-27T17:00:00.554667+00:00,1028.1,2228.6,132.9,2707.1,1812.6,7909.3,42.9
,2025-09-27T17:15:00.554667+00:00,1053.2,1794.8,128.1,2954.8,1978.4,7909.3,37.6
,2025-09-27T17:30:00.554667+00:00,1074.1,1541.0,184.6,3060.4,2049.2,7909.3,35.4
,2025-09-27T17:45:00.554667+00:00,1060.6,2084.5,141.1,2769.1,1854.1,7909.3,41.5
,2025-09-27T18:00:00.554667+00:00,1085.1,1577.2,150.3,3099.0,2102.5,8014.2,35.1
,2025-09-27T18:15:00.554667+00:00,940.6,1922.8,142.3,2983.9,2024.5,8014.2,37.5
,2025-09-27T18:30:00.554667+00:00,1030.2,2215.2,187.3,2729.6,1851.9,8014.2,42.8
,2025-09-27T18:45:00.554667+00:00,879.8,2277.9,181.9,2785.0,1889.5,8014.2,41.7
,2025-09-27T19:00:00.554667+00:00,953.8,2596.7,9.3,2670.4,1819.8,8050.0,44.2
,2025-09-27T19:15:00.554667+00:00,1038.8,2077.3,13.3,2926.3,1994.2,8050.0,38.9
,2025-09-27T19:30:00.554667+00:00,1176.8,1595.5,13.3,3130.8,2133.6,8050.0,34.6
,2025-09-27T19:45:00.554667+00:00,1125.3,1436.1,11.4,3257.3,2219.8,8050.0,32.0
,2025-09-27T20:00:00.554667+00:00,1013.8,2167.9,13.1,2871.3,1948.1,8014.2,39.9
,2025-09-27T20:15:00.554667+00:00,1168.2,1565.6,10.5,3139.8,2130.2,8014.2,34.2
,2025-09-27T20:30:00.554667+00:00,1006.3,1996.4,17.6,2975.3,2018.6,8014.2,37.7
,2025-09-27T20:45:00.554667+00:00,988.5,2382.5,13.4,2758.4,1871.5,8014.2,42.2
,2025-09-27T21:00:00.554667+00:00,1096.5,1820.6,13.6,2982.0,1996.7,7909.3,37.1
,2025-09-27T21:15:00.554667+00:00,1001.2,2316.1,12.6,2742.9,1836.6,7909.3,42.1
,2025-09-27T21:30:00.554667+00:00,1023.6,1822.0,10.7,3026.6,2026.5,7909.3,36.1
,2025-09-27T21:45:00.554667+00:00,904.8,2247.9,6.6,2845.0,1905.0,7909.3,39.9
,2025-09-27T22:00:00.554667+00:00,1022.1,1670.7,9.1,3044.9,1995.7,7742.5,34.9
,2025-09-27T22:15:00.554667+00:00,1253.5,1844.2,8.7,2394.2,2241.8,7742.5,40.1
,2025-09-27T22:30:00.554667+00:00,1094.7,1569.3,8.8,3062.4,2007.3,7742.5,34.5
,2025-09-27T22:45:00.554667+00:00,989.2,1952.9,12.7,2892.1,1895.6,7742.5,38.2
,2025-09-27T23:00:00.554667+00:00,1045.0,1879.1,8.8,2805.1,1787.0,7525.0,39.0
,2025-09-27T23:15:00.554667+00:00,1081.2,1279.6,12.6,3146.9,2004.7,7525.0,31.5
,2025-09-27T23:30:00.554667+00:00,876.2,2159.6,5.1,2739.1,1744.9,7525.0,40.4
,2025-09-27T23:45:00.554667+00:00,1078.7,1805.4,7.4,2830.5,1803.1,7525.0,38.4
,2025-09-28T00:00:00.554667+00:00,1056.1,1360.8,9.8,2998.9,1846.1,7271.8,33.4
,2025-09-28T00:15:00.554667+00:00,965.0,1927.2,6.8,2706.6,1666.2,7271.8,39.9
,2025-09-28T00:30:00.554667+00:00,1065.0,1735.5,12.3,2759.9,1699.0,7271.8,38.7
,2025-09-28T00:45:00.554667+00:00,1003.0,1752.3,11.5,2788.4,1716.5,7271.8,38.0
,2025-09-28T01:00:00.554667+00:00,908.6,1984.7,7.6,2573.9,1525.3,7000.0,41.4
,2025-09-28T01:15:00.554667+00:00,917.3,1938.2,7.4,2597.7,1539.4,7000.0,40.9
,2025-09-28T01:30:00.554667+00:00,1026.0,1707.8,12.4,2671.0,1582.8,7000.0,39.2
,2025-09-28T01:45:00.554667+00:00,991.6,1654.3,11.8,2726.5,1615.7,7000.0,38.0
,2025-09-28T02:00:00.554667+00:00,1047.7,1040.9,10.7,2949.2,1679.8,6728.2,31.2
,2025-09-28T02:15:00.554667+00:00,913.2,1822.0,12.7,2535.9,1444.4,6728.2,40.8
,2025-09-28T02:30:00.554667+00:00,951.5,1665.9,10.2,2612.6,1488.1,6728.2,39.1
,2025-09-28T02:45:00.554667+00:00,894.8,1630.9,6.8,2673.1,1522.6,6728.2,37.6
,2025-09-28T03:00:00.554667+00:00,924.0,1623.7,4.0,2534.2,1389.1,6475.0,39.4
,2025-09-28T03:15:00.554667+00:00,905.3,1539.4,8.0,2598.1,1424.1,6475.0,37.9
,2025-09-28T03:30:00.554667+00:00,977.1,1375.2,12.1,2655.2,1455.4,6475.0,36.5
,2025-09-28T03:45:00.554667+00:00,808.9,1832.8,8.8,2470.4,1354.1,6475.0,40.9
,2025-09-28T04:00:00.554667+00:00,912.7,1362.6,6.1,2599.2,1376.9,6257.5,36.5
,2025-09-28T04:15:00.554667+00:00,846.1,1710.2,9.9,2413.0,1278.3,6257.5,41.0
,2025-09-28T04:30:00.554667+00:00,776.6,1881.8,5.5,2349.2,1244.5,6257.5,42.6
,2025-09-28T04:45:00.554667+00:00,891.4,1793.2,9.6,2329.4,1234.0,6257.5,43.1
,2025-09-28T05:00:00.554667+00:00,874.4,1506.9,5.7,2443.7,1260.0,6090.7,39.2
,2025-09-28T05:15:00.554667+00:00,871.2,1325.4,9.9,2562.8,1321.4,6090.7,36.2
,2025-09-28T05:30:00.554667+00:00,891.0,1572.7,8.6,2387.4,1231.0,6090.7,40.6
,2025-09-28T05:45:00.554667+00:00,864.5,1644.1,8.1,2358.2,1215.9,6090.7,41.3
,2025-09-28T06:00:00.554667+00:00,820.5,1779.3,9.8,2240.7,1135.4,5985.8,43.6
,2025-09-28T06:15:00.554667+00:00,839.6,1446.9,7.3,2450.3,1241.7,5985.8,38.3
,2025-09-28T06:30:00.554667+00:00,825.5,1557.7,6.8,2386.4,1209.3,5985.8,39.9
,2025-09-28T06:45:00.554667+00:00,885.3,1202.1,9.9,2580.7,1307.7,5985.8,35.0
,2025-09-28T07:00:00.554667+00:00,739.7,1736.3,10.0,2303.7,1160.4,5950.0,41.8
,2025-09-28T07:15:00.554667+00:00,803.6,1669.0,7.8,2307.4,1162.3,5950.0,41.7
,2025-09-28T07:30:00.554667+00:00,750.3,1944.1,8.9,2159.2,1087.6,5950.0,45.4
,2025-09-28T07:45:00.554667+00:00,888.5,1620.1,10.7,2281.5,1149.2,5950.0,42.3
,2025-09-27T13:00:00.829177+00:00,864.1,2052.3,185.3,2447.8,1450.5,7000.0,44.3
,2025-09-28T08:00:00.554667+00:00,800.2,1497.0,153.5,2346.2,1188.9,5985.8,40.9
,2025-09-27T13:00:00.820851+00:00,960.0,1791.8,140.9,2579.0,1528.3,7000.0,41.3
,2025-09-27T13:15:00.820851+00:00,860.4,2135.7,178.0,2402.3,1423.6,7000.0,45.3
,2025-09-28T08:15:00.554667+00:00,905.2,1411.0,189.4,2309.7,1170.4,5985.8,41.9
,2025-09-27T13:30:00.820851+00:00,968.1,1926.9,146.5,2485.5,1472.9,7000.0,43.5
,2025-09-28T08:30:00.554667+00:00,965.0,1035.3,132.5,2557.2,1295.8,5985.8,35.6
,2025-09-27T13:45:00.820851+00:00,905.2,1937.2,144.8,2519.7,1493.1,7000.0,42.7
,2025-09-28T08:45:00.554667+00:00,846.0,1511.2,132.6,2320.2,1175.7,5985.8,41.6
,2025-09-27T14:00:00.820851+00:00,1014.5,1350.4,152.9,2942.5,1811.4,7271.8,34.6
,2025-09-28T09:00:00.554667+00:00,876.3,1502.2,138.9,2357.6,1215.6,6090.7,41.3
,2025-09-27T14:15:00.820851+00:00,972.9,1988.9,107.6,2601.2,1601.3,7271.8,42.2
,2025-09-28T09:15:00.554667+00:00,921.4,1151.7,111.5,2577.2,1328.8,6090.7,35.9
,2025-09-27T14:30:00.820851+00:00,1001.9,1847.1,175.5,2628.9,1618.3,7271.8,41.6
,2025-09-28T09:30:00.554667+00:00,850.3,1543.7,100.0,2373.0,1223.6,6090.7,40.9
,2025-09-27T14:45:00.820851+00:00,879.4,2037.4,147.0,2604.5,1603.3,7271.8,42.1
,2025-09-28T09:45:00.554667+00:00,932.2,1297.1,139.6,2455.5,1266.1,6090.7,38.9
,2025-09-27T15:00:00.820851+00:00,987.5,1720.5,190.2,2826.3,1800.5,7525.0,38.5
,2025-09-28T10:00:00.554667+00:00,960.4,1028.5,120.8,2711.4,1436.3,6257.5,33.7
,2025-09-27T15:15:00.820851+00:00,902.3,2164.5,139.1,2638.3,1680.7,7525.0,42.6
,2025-09-28T10:15:00.554667+00:00,1025.4,979.2,146.0,2684.7,1422.2,6257.5,34.4
,2025-09-27T15:30:00.820851+00:00,946.0,2046.9,161.2,2670.0,1700.9,7525.0,41.9
,2025-09-28T10:30:00.554667+00:00,806.9,1503.6,121.1,2501.1,1324.9,6257.5,38.9
,2025-09-27T15:45:00.820851+00:00,893.8,2109.3,191.1,2645.5,1685.3,7525.0,42.4
,2025-09-28T10:45:00.554667+00:00,821.3,1396.4,172.8,2527.9,1339.1,6257.5,38.2
,2025-09-27T16:00:00.820851+00:00,998.1,2021.1,173.8,2748.2,1801.3,7742.5,41.2
,2025-09-28T11:00:00.554667+00:00,852.9,1608.1,180.9,2475.9,1357.2,6475.0,40.8
,2025-09-27T16:15:00.820851+00:00,988.9,2055.1,151.7,2746.5,1800.2,7742.5,41.3
,2025-09-28T11:15:00.554667+00:00,952.8,986.6,185.8,2809.6,1540.1,6475.0,32.8
,2025-09-27T16:30:00.820851+00:00,993.7,2009.9,185.5,2750.6,1802.8,7742.5,41.2
,2025-09-28T11:30:00.554667+00:00,836.2,1833.1,152.4,2359.8,1293.5,6475.0,43.6
,2025-09-27T16:45:00.820851+00:00,980.1,2059.7,151.1,2749.4,1802.1,7742.5,41.2
,2025-09-28T11:45:00.554667+00:00,818.4,1738.4,155.2,2430.6,1332.4,6475.0,41.9
,2025-09-27T17:00:00.820851+00:00,1104.1,1582.1,171.4,3025.8,2026.0,7909.3,36.1
,2025-09-28T12:00:00.554667+00:00,843.7,2232.3,148.4,2232.3,1271.5,6728.2,47.9
,2025-09-27T17:15:00.820851+00:00,1056.5,1707.1,160.5,2985.9,1999.3,7909.3,37.0
,2025-09-28T12:15:00.554667+00:00,901.3,1668.6,170.4,2540.8,1447.2,6728.2,40.7
,2025-09-27T17:30:00.820851+00:00,971.9,2319.5,156.8,2672.0,1789.1,7909.3,43.6
,2025-09-28T12:30:00.554667+00:00,894.7,1593.2,150.2,2605.8,1484.3,6728.2,39.2
,2025-09-27T17:45:00.820851+00:00,948.4,2130.3,143.9,2807.1,1879.6,7909.3,40.7
,2025-09-28T12:45:00.554667+00:00,866.0,1782.7,150.0,2503.5,1426.0,6728.2,41.6
,2025-09-27T18:00:00.820851+00:00,1050.9,2118.4,87.9,2834.2,1922.8,8014.2,40.6
,2025-09-28T13:00:00.554667+00:00,803.0,2311.5,204.3,2311.5,1369.8,7000.0,47.4
,2025-09-27T18:15:00.820851+00:00,1012.4,1895.3,195.7,2925.8,1985.0,8014.2,38.7
,2025-09-28T13:15:00.554667+00:00,955.8,1578.2,121.9,2727.7,1616.4,7000.0,37.9
,2025-09-27T18:30:00.820851+00:00,918.5,2178.3,134.6,2849.6,1933.3,8014.2,40.3
,2025-09-28T13:30:00.554667+00:00,905.0,1631.2,102.6,2738.5,1622.8,7000.0,37.7
,2025-09-27T18:45:00.820851+00:00,1185.9,1256.5,191.2,3205.7,2174.9,8014.2,32.9
,2025-09-28T13:45:00.554667+00:00,948.5,1816.3,200.2,2737.3,1297.7,7000.0,42.4
,2025-09-27T19:00:00.820851+00:00,1017.2,1974.4,13.8,3000.1,2044.5,8050.0,37.3
,2025-09-28T14:00:00.554667+00:00,986.3,1563.6,184.0,2808.8,1729.1,7271.8,37.6
,2025-09-27T19:15:00.820851+00:00,1025.1,2060.7,9.3,2946.7,2008.1,8050.0,38.4
,2025-09-28T14:15:00.554667+00:00,1008.3,1651.0,53.7,2821.7,1737.1,7271.8,37.3
,2025-09-27T19:30:00.820851+00:00,1070.7,1804.1,7.7,3073.2,2094.3,8050.0,35.8
,2025-09-28T14:30:00.554667+00:00,832.7,1895.5,171.6,2706.1,1665.9,7271.8,39.9
,2025-09-27T19:45:00.820851+00:00,1064.2,1902.5,7.5,3018.6,2057.1,8050.0,36.9
,2025-09-28T14:45:00.554667+00:00,977.1,1844.5,146.4,2663.8,1639.9,7271.8,40.8
,2025-09-27T20:00:00.820851+00:00,1161.2,1783.4,11.9,3013.3,2044.4,8014.2,36.9
,2025-09-28T15:00:00.554667+00:00,914.0,2162.7,92.0,2661.1,1695.2,7525.0,42.1
,2025-09-27T20:15:00.820851+00:00,1084.6,1917.5,14.0,2977.8,2020.3,8014.2,37.6
,2025-09-28T15:15:00.554667+00:00,966.2,1977.3,156.3,2703.2,1722.1,7525.0,41.2
,2025-09-27T20:30:00.820851+00:00,1035.9,1855.8,13.6,3043.9,2065.1,8014.2,36.3
,2025-09-28T15:30:00.554667+00:00,1008.7,1474.2,186.9,2965.9,1889.4,7525.0,35.5
,2025-09-27T20:45:00.820851+00:00,1171.0,1186.5,14.7,3361.5,2280.6,8014.2,29.6
,2025-09-28T15:45:00.554667+00:00,939.0,1973.3,164.8,2717.0,1730.8,7525.0,40.9
,2025-09-27T21:00:00.820851+00:00,1100.2,1708.7,12.6,3047.4,2040.4,7909.3,35.7
,2025-09-28T16:00:00.554667+00:00,1025.0,1692.1,203.4,2912.8,1909.2,7742.5,37.7
,2025-09-27T21:15:00.820851+00:00,951.3,2170.6,8.4,2862.4,1916.6,7909.3,39.6
,2025-09-28T16:15:00.554667+00:00,955.2,1667.2,230.5,2953.6,1935.9,7742.5,36.8
,2025-09-27T21:30:00.820851+00:00,1001.6,2180.8,4.3,2828.6,1894.0,7909.3,40.3
,2025-09-28T16:30:00.554667+00:00,988.0,1985.5,141.5,2795.3,1832.2,7742.5,40.2
,2025-09-27T21:45:00.820851+00:00,1072.1,1863.1,10.2,2973.2,1990.8,7909.3,37.2
,2025-09-28T16:45:00.554667+00:00,999.8,1898.1,145.5,2838.6,1860.5,7742.5,39.3
,2025-09-27T22:00:00.820851+00:00,1031.7,1874.2,12.4,2914.1,1910.0,7742.5,37.7
,2025-09-28T17:00:00.554667+00:00,1066.0,1640.3,185.0,3005.5,2012.4,7909.3,36.6
,2025-09-27T22:15:00.820851+00:00,1108.6,1676.2,9.6,2988.9,1959.1,7742.5,36.1
,2025-09-28T17:15:00.554667+00:00,1029.3,1828.7,220.0,2893.7,1937.6,7909.3,38.9
,2025-09-27T22:30:00.820851+00:00,1066.0,1976.9,13.1,2830.9,1855.5,7742.5,39.5
,2025-09-28T17:30:00.554667+00:00,1060.5,1793.7,177.5,2921.5,1956.2,7909.3,38.3
,2025-09-27T22:45:00.820851+00:00,1023.7,1958.9,11.0,2868.7,1880.3,7742.5,38.7
,2025-09-28T17:45:00.554667+00:00,969.9,1922.6,197.3,2886.7,1932.9,7909.3,39.1
,2025-09-27T23:00:00.820851+00:00,952.7,2056.3,11.9,2751.3,1752.7,7525.0,40.1
,2025-09-28T18:00:00.554667+00:00,1005.6,1903.7,164.2,2943.6,1997.1,8014.2,38.4
,2025-09-27T23:15:00.820851+00:00,988.0,1751.3,9.2,2917.7,1858.7,7525.0,36.5
,2025-09-28T18:15:00.554667+00:00,1054.9,1750.2,129.5,3026.4,2053.2,8014.2,36.6
,2025-09-27T23:30:00.820851+00:00,963.7,2189.9,9.1,2664.8,1697.6,7525.0,42.0
,2025-09-28T18:30:00.554667+00:00,1122.7,2330.2,114.1,2258.4,2188.8,8014.2,44.5
,2025-09-27T23:45:00.820851+00:00,1098.0,1392.9,14.3,3066.4,1953.4,7525.0,33.3
,2025-09-28T18:45:00.554667+00:00,993.9,2066.2,144.7,2865.4,1944.0,8014.2,40.0
,2025-09-28T00:00:00.820851+00:00,949.8,1632.6,16.5,2892.4,1780.6,7271.8,35.7
,2025-09-28T19:00:00.554667+00:00,1136.5,1647.1,7.9,3127.3,2131.2,8050.0,34.7
,2025-09-28T00:15:00.820851+00:00,962.8,2224.5,12.2,2520.6,1551.7,7271.8,44.0
,2025-09-28T19:15:00.554667+00:00,1102.8,1682.2,17.6,3120.7,2126.7,8050.0,34.8
,2025-09-28T00:30:00.820851+00:00,1020.8,2218.8,11.9,2139.1,1881.2,7271.8,44.7
,2025-09-28T19:30:00.554667+00:00,1018.7,1914.9,8.5,3037.8,2070.2,8050.0,36.5
,2025-09-28T00:45:00.820851+00:00,967.7,1870.6,10.2,2737.8,1685.4,7271.8,39.2
,2025-09-28T19:45:00.554667+00:00,1090.8,1905.7,7.8,3000.8,2045.0,8050.0,37.3
,2025-09-28T01:00:00.820851+00:00,1070.6,1951.9,10.4,2148.4,1818.7,7000.0,43.3
,2025-09-28T20:00:00.554667+00:00,1088.4,1349.4,15.0,3313.4,2248.0,8014.2,30.6
,2025-09-28T01:15:00.820851+00:00,920.3,1906.8,11.4,2613.0,1548.5,7000.0,40.6
,2025-09-28T20:15:00.554667+00:00,998.4,1910.7,10.5,3035.3,2059.3,8014.2,36.4
,2025-09-28T01:30:00.820851+00:00,951.6,2281.9,8.3,2035.3,1723.0,7000.0,46.3
,2025-09-28T20:30:00.554667+00:00,1017.9,2035.9,12.4,2948.0,2000.1,8014.2,38.3
,2025-09-28T01:45:00.820851+00:00,1050.7,1317.6,10.9,2901.5,1719.4,7000.0,34.0
,2025-09-28T20:45:00.554667+00:00,1098.3,2402.1,17.6,2283.3,2213.0,8014.2,43.9
,2025-09-28T02:00:00.820851+00:00,913.6,2263.1,5.7,1955.0,1590.8,6728.2,47.3
,2025-09-28T21:00:00.554667+00:00,922.5,2205.2,14.0,2855.6,1912.0,7909.3,39.7
,2025-09-28T02:15:00.820851+00:00,911.2,1568.9,9.6,2700.4,1538.1,6728.2,37.0
,2025-09-28T21:15:00.554667+00:00,1022.4,2099.2,12.6,2860.1,1915.0,7909.3,39.6
,2025-09-28T02:30:00.820851+00:00,1011.0,1322.7,11.9,2792.3,1590.4,6728.2,34.9
,2025-09-28T21:30:00.554667+00:00,1073.3,1731.6,15.4,3048.1,2040.9,7909.3,35.7
,2025-09-28T02:45:00.820851+00:00,861.9,1818.4,9.7,2572.8,1465.4,6728.2,40.0
,2025-09-28T21:45:00.554667+00:00,1123.8,1467.3,12.0,3178.3,2128.1,7909.3,32.9
,2025-09-28T03:00:00.820851+00:00,913.6,1577.9,4.9,2569.9,1408.7,6475.0,38.6
,2025-09-28T22:00:00.554667+00:00,1012.2,1809.2,11.0,2966.0,1944.1,7742.5,36.6
,2025-09-28T03:15:00.820851+00:00,839.6,1737.7,10.4,2510.9,1376.3,6475.0,40.0
,2025-09-28T22:15:00.554667+00:00,1091.0,1735.4,10.8,2963.1,1942.2,7742.5,36.6
,2025-09-28T03:30:00.820851+00:00,897.0,1550.2,6.6,2597.4,1423.8,6475.0,37.9
,2025-09-28T22:30:00.554667+00:00,1074.8,1960.2,14.1,2835.1,1858.3,7742.5,39.4
,2025-09-28T03:45:00.820851+00:00,961.7,1264.8,10.0,2737.7,1500.7,6475.0,34.5
,2025-09-28T22:45:00.554667+00:00,1047.7,1729.8,8.7,2993.9,1962.3,7742.5,36.0
,2025-09-28T04:00:00.820851+00:00,826.2,1844.6,12.8,2336.3,1237.6,6257.5,42.9
,2025-09-28T23:00:00.554667+00:00,927.2,2440.6,7.4,2535.0,1614.9,7525.0,44.9
,2025-09-28T04:15:00.820851+00:00,845.2,1700.7,8.1,2421.0,1282.5,6257.5,40.8
,2025-09-28T23:15:00.554667+00:00,953.5,1844.9,6.6,2883.3,1836.8,7525.0,37.3
,2025-09-28T04:30:00.820851+00:00,932.8,1587.3,9.0,2437.3,1291.1,6257.5,40.4
,2025-09-28T23:30:00.554667+00:00,1078.6,1699.6,10.2,2893.4,1843.2,7525.0,37.1
,2025-09-28T04:45:00.820851+00:00,842.1,1909.1,5.6,2288.5,1212.3,6257.5,44.1
,2025-09-28T23:45:00.554667+00:00,1029.5,1727.2,12.3,2905.2,1850.7,7525.0,36.8
,2025-09-28T05:00:00.820851+00:00,886.4,1479.0,9.1,2452.0,1264.3,6090.7,39.0
,2025-09-29T00:00:00.554667+00:00,1011.6,1409.1,8.7,2997.2,1845.1,7271.8,33.4
,2025-09-28T05:15:00.820851+00:00,730.0,1904.0,10.8,2273.6,1172.3,6090.7,43.4
,2025-09-29T00:15:00.554667+00:00,1037.2,1588.5,10.4,2869.3,1766.4,7271.8,36.3
,2025-09-28T05:30:00.820851+00:00,743.7,2043.7,6.3,2175.3,1121.6,6090.7,45.9
,2025-09-29T00:30:00.554667+00:00,1034.6,1710.9,10.1,2795.4,1720.8,7271.8,37.9
,2025-09-28T05:45:00.820851+00:00,819.9,1774.5,4.5,2303.9,1187.9,6090.7,42.7
,2025-09-29T00:45:00.554667+00:00,1042.1,1304.6,13.6,3040.0,1871.4,7271.8,32.5
,2025-09-28T06:00:00.820851+00:00,891.5,1270.0,6.8,2533.6,1283.9,5985.8,36.2
,2025-09-29T01:00:00.554667+00:00,867.4,2245.4,5.7,2437.2,1444.3,7000.0,44.5
,2025-09-28T06:15:00.820851+00:00,817.7,1588.6,10.4,2368.8,1200.3,5985.8,40.4
,2025-09-29T01:15:00.554667+00:00,886.4,2119.0,5.6,2504.7,1484.3,7000.0,43.0
,2025-09-28T06:30:00.820851+00:00,846.2,1631.4,9.3,2322.1,1176.7,5985.8,41.5
,2025-09-29T01:30:00.554667+00:00,839.0,2241.0,8.8,2455.8,1455.3,7000.0,44.1
,2025-09-28T06:45:00.820851+00:00,787.2,1760.6,8.3,2276.2,1153.4,5985.8,42.7
,2025-09-29T01:45:00.554667+00:00,914.4,2148.9,7.3,2467.3,1462.1,7000.0,43.9
,2025-09-28T07:00:00.820851+00:00,822.1,1705.5,9.9,2269.4,1143.1,5950.0,42.6
,2025-09-29T02:00:00.554667+00:00,925.9,1430.6,7.1,2780.8,1583.9,6728.2,35.1
,2025-09-28T07:15:00.820851+00:00,801.5,1573.9,9.1,2371.1,1194.3,5950.0,40.1
,2025-09-29T02:15:00.554667+00:00,865.6,1948.8,8.7,2488.0,1417.1,6728.2,42.0
,2025-09-28T07:30:00.820851+00:00,814.2,1406.9,9.2,2473.7,1246.0,5950.0,37.5
,2025-09-29T02:30:00.554667+00:00,862.9,1888.5,12.1,2526.0,1438.7,6728.2,41.1
,2025-09-28T07:45:00.820851+00:00,813.4,1663.2,10.3,2303.1,1160.1,5950.0,41.8
,2025-09-29T02:45:00.554667+00:00,891.9,1813.9,4.7,2559.8,1458.0,6728.2,40.3
,2025-09-28T08:00:00.820851+00:00,714.7,1853.4,69.7,2222.0,1126.0,5985.8,44.1
,2025-09-29T03:00:00.554667+00:00,801.6,1738.7,8.0,2536.4,1390.3,6475.0,39.4
,2025-09-28T08:15:00.820851+00:00,725.7,2041.9,106.4,2065.2,1046.5,5985.8,48.0
,2025-09-29T03:15:00.554667+00:00,863.6,1731.6,9.6,2499.9,1370.3,6475.0,40.2
,2025-09-28T08:30:00.820851+00:00,818.8,1627.1,148.8,2250.6,1140.5,5985.8,43.3
,2025-09-29T03:30:00.554667+00:00,911.9,1465.1,10.0,2640.5,1447.4,6475.0,36.9
,2025-09-28T08:45:00.820851+00:00,803.0,1620.3,122.0,2283.4,1157.0,5985.8,42.5
,2025-09-29T03:45:00.554667+00:00,849.1,1643.1,15.2,2562.8,1404.8,6475.0,38.7
,2025-09-28T09:00:00.820851+00:00,835.7,1518.5,142.0,2371.7,1222.9,6090.7,41.0
,2025-09-29T04:00:00.554667+00:00,788.9,1841.3,10.4,2364.4,1252.5,6257.5,42.2
,2025-09-28T09:15:00.820851+00:00,812.0,1319.5,157.6,2508.3,1293.3,6090.7,37.6
,2025-09-29T04:15:00.554667+00:00,896.8,1684.2,6.7,2399.0,1270.9,6257.5,41.4
,2025-09-28T09:30:00.820851+00:00,835.4,1833.3,111.5,2184.3,1126.2,6090.7,45.6
,2025-09-29T04:30:00.554667+00:00,903.2,1684.3,9.4,2393.0,1267.7,6257.5,41.5
,2025-09-28T09:45:00.820851+00:00,926.3,1439.2,90.9,2397.9,1236.4,6090.7,40.3
,2025-09-29T04:45:00.554667+00:00,868.3,1403.8,8.4,2599.8,1377.2,6257.5,36.4
,2025-09-28T10:00:00.820851+00:00,940.3,1190.5,85.2,2642.0,1399.6,6257.5,35.4
,2025-09-29T05:00:00.554667+00:00,894.4,1536.3,7.8,2409.8,1242.5,6090.7,40.0
,2025-09-28T10:15:00.820851+00:00,844.1,1418.1,60.0,2572.6,1362.8,6257.5,37.1
,2025-09-29T05:15:00.554667+00:00,833.1,1794.7,8.4,2279.3,1175.2,6090.7,43.3
,2025-09-28T10:30:00.820851+00:00,771.4,1846.3,150.4,2281.1,1208.4,6257.5,44.2
,2025-09-29T05:30:00.554667+00:00,760.8,1983.8,8.1,2202.4,1135.6,6090.7,45.2
,2025-09-28T10:45:00.820851+00:00,869.7,1322.1,126.1,2575.3,1364.3,6257.5,37.0
,2025-09-29T05:45:00.554667+00:00,752.5,1727.4,8.7,2376.6,1225.4,6090.7,40.9
,2025-09-28T11:00:00.820851+00:00,881.1,1468.3,101.6,2599.3,1424.8,6475.0,37.9
,2025-09-29T06:00:00.554667+00:00,816.8,1556.0,9.1,2391.8,1212.0,5985.8,39.8
,2025-09-28T11:15:00.820851+00:00,850.3,2086.4,125.3,2204.6,1208.4,6475.0,47.3
,2025-09-29T06:15:00.554667+00:00,899.7,1165.2,9.2,2596.1,1315.5,5985.8,34.7
,2025-09-28T11:30:00.820851+00:00,797.6,2072.4,73.2,2281.3,1250.5,6475.0,45.5
