id,timestamp,co2_intensity_g_per_kwh
,2025-09-28T03:45:00.554667+00:00,233.3
,2025-09-28T04:00:00.554667+00:00,265.7
,2025-09-28T04:15:00.554667+00:00,224.4
,2025-09-28T04:30:00.554667+00:00,234.2
,2025-09-28T04:45:00.554667+00:00,214.2
,2025-09-28T05:00:00.554667+00:00,235.6
,2025-09-28T05:15:00.554667+00:00,267.1
,2025-09-28T05:30:00.554667+00:00,240.7
,2025-09-28T05:45:00.554667+00:00,234.3
,2025-09-28T06:00:00.554667+00:00,210.5
,2025-09-28T06:15:00.554667+00:00,239.4
,2025-09-28T06:30:00.554667+00:00,224.0
,2025-09-28T06:45:00.554667+00:00,264.6
,2025-09-28T07:00:00.554667+00:00,213.5
,2025-09-28T07:15:00.554667+00:00,219.2
,2025-09-28T07:30:00.554667+00:00,195.6
,2025-09-28T07:45:00.554667+00:00,226.5
,2025-09-27T13:00:00.829177+00:00,197.0
,2025-09-28T08:00:00.554667+00:00,238.8
,2025-09-27T13:00:00.820851+00:00,221.5
,2025-09-27T13:15:00.820851+00:00,203.1
,2025-09-28T08:15:00.554667+00:00,223.8
,2025-09-27T13:30:00.820851+00:00,211.4
,2025-09-28T08:30:00.554667+00:00,274.2
,2025-09-27T13:45:00.820851+00:00,210.7
,2025-09-28T08:45:00.554667+00:00,248.2
,2025-09-27T14:00:00.820851+00:00,263.2
,2025-09-28T09:00:00.554667+00:00,217.6
,2025-09-27T14:15:00.820851+00:00,214.4
,2025-09-28T09:15:00.554667+00:00,258.4
,2025-09-27T14:30:00.820851+00:00,234.2
,2025-09-28T09:30:00.554667+00:00,237.2
,2025-09-27T14:45:00.820851+00:00,223.3
,2025-09-28T09:45:00.554667+00:00,237.2
,2025-09-27T15:00:00.820851+00:00,253.2
,2025-09-28T10:00:00.554667+00:00,269.9
,2025-09-27T15:15:00.820851+00:00,223.3
,2025-09-28T10:15:00.554667+00:00,266.6
,2025-09-27T15:30:00.820851+00:00,224.0
,2025-09-28T10:30:00.554667+00:00,257.6
,2025-09-27T15:45:00.820851+00:00,223.8
,2025-09-28T10:45:00.554667+00:00,238.2
,2025-09-27T16:00:00.820851+00:00,226.0
,2025-09-28T11:00:00.554667+00:00,217.1
,2025-09-27T16:15:00.820851+00:00,235.4
,2025-09-28T11:15:00.554667+00:00,289.2
,2025-09-27T16:30:00.820851+00:00,234.4
,2025-09-28T11:30:00.554667+00:00,192.3
,2025-09-27T16:45:00.820851+00:00,224.6
,2025-09-28T11:45:00.554667+00:00,218.0
,2025-09-27T17:00:00.820851+00:00,257.5
,2025-09-28T12:00:00.554667+00:00,174.7
,2025-09-27T17:15:00.820851+00:00,250.9
,2025-09-28T12:15:00.554667+00:00,229.0
,2025-09-27T17:30:00.820851+00:00,199.0
,2025-09-28T12:30:00.554667+00:00,241.4
,2025-09-27T17:45:00.820851+00:00,231.1
,2025-09-28T12:45:00.554667+00:00,215.9
,2025-09-27T18:00:00.820851+00:00,228.9
,2025-09-28T13:00:00.554667+00:00,188.2
,2025-09-27T18:15:00.820851+00:00,240.5
,2025-09-28T13:15:00.554667+00:00,253.8
,2025-09-27T18:30:00.820851+00:00,233.5
,2025-09-28T13:30:00.554667+00:00,246.3
,2025-09-27T18:45:00.820851+00:00,279.0
,2025-09-28T13:45:00.554667+00:00,219.3
,2025-09-27T19:00:00.820851+00:00,267.3
,2025-09-28T14:00:00.554667+00:00,239.2
,2025-09-27T19:15:00.820851+00:00,242.4
,2025-09-28T14:15:00.554667+00:00,244.4
,2025-09-27T19:30:00.820851+00:00,263.8
,2025-09-28T14:30:00.554667+00:00,233.9
,2025-09-27T19:45:00.820851+00:00,233.0
,2025-09-28T14:45:00.554667+00:00,204.6
,2025-09-27T20:00:00.820851+00:00,245.1
,2025-09-28T15:00:00.554667+00:00,208.5
,2025-09-27T20:15:00.820851+00:00,250.2
,2025-09-28T15:15:00.554667+00:00,227.7
,2025-09-27T20:30:00.820851+00:00,259.4
,2025-09-28T15:30:00.554667+00:00,255.4
,2025-09-27T20:45:00.820851+00:00,299.1
,2025-09-28T15:45:00.554667+00:00,219.1
,2025-09-27T21:00:00.820851+00:00,256.3
,2025-09-28T16:00:00.554667+00:00,243.2
,2025-09-27T21:15:00.820851+00:00,217.2
,2025-09-28T16:15:00.554667+00:00,264.2
,2025-09-27T21:30:00.820851+00:00,232.0
,2025-09-28T16:30:00.554667+00:00,237.5
,2025-09-27T21:45:00.820851+00:00,240.9
,2025-09-28T16:45:00.554667+00:00,244.2
,2025-09-27T22:00:00.820851+00:00,268.5
,2025-09-28T17:00:00.554667+00:00,256.7
,2025-09-27T22:15:00.820851+00:00,262.9
,2025-09-28T17:15:00.554667+00:00,230.8
,2025-09-27T22:30:00.820851+00:00,237.3
,2025-09-28T17:30:00.554667+00:00,247.7
,2025-09-27T22:45:00.820851+00:00,222.3
,2025-09-28T17:45:00.554667+00:00,231.4
,2025-09-27T23:00:00.820851+00:00,235.4
,2025-09-28T18:00:00.554667+00:00,259.2
,2025-09-27T23:15:00.820851+00:00,267.2
,2025-09-28T18:15:00.554667+00:00,250.9
,2025-09-27T23:30:00.820851+00:00,212.7
,2025-09-28T18:30:00.554667+00:00,215.5
,2025-09-27T23:45:00.820851+00:00,270.6
,2025-09-28T18:45:00.554667+00:00,224.2
,2025-09-28T00:00:00.820851+00:00,265.9
,2025-09-28T19:00:00.554667+00:00,274.8
,2025-09-28T00:15:00.820851+00:00,191.5
,2025-09-28T19:15:00.554667+00:00,279.6
,2025-09-28T00:30:00.820851+00:00,213.4
,2025-09-28T19:30:00.554667+00:00,262.3
,2025-09-28T00:45:00.820851+00:00,231.0
,2025-09-28T19:45:00.554667+00:00,261.9
,2025-09-28T01:00:00.820851+00:00,208.3
,2025-09-28T20:00:00.554667+00:00,284.6
,2025-09-28T01:15:00.820851+00:00,219.1
,2025-09-28T20:15:00.554667+00:00,232.1
,2025-09-28T01:30:00.820851+00:00,187.5
,2025-09-28T20:30:00.554667+00:00,248.8
,2025-09-28T01:45:00.820851+00:00,250.2
,2025-09-28T20:45:00.554667+00:00,213.7
,2025-09-28T02:00:00.820851+00:00,200.5
,2025-09-28T21:00:00.554667+00:00,238.9
,2025-09-28T02:15:00.820851+00:00,248.3
,2025-09-28T21:15:00.554667+00:00,229.6
,2025-09-28T02:30:00.820851+00:00,270.2
,2025-09-28T21:30:00.554667+00:00,259.3
,2025-09-28T02:45:00.820851+00:00,216.0
,2025-09-28T21:45:00.554667+00:00,277.9
,2025-09-28T03:00:00.820851+00:00,248.9
,2025-09-28T22:00:00.554667+00:00,247.6
,2025-09-28T03:15:00.820851+00:00,233.5
,2025-09-28T22:15:00.554667+00:00,252.4
,2025-09-28T03:30:00.820851+00:00,265.6
,2025-09-28T22:30:00.554667+00:00,253.2
,2025-09-28T03:45:00.820851+00:00,272.0
,2025-09-28T22:45:00.554667+00:00,252.0
,2025-09-28T04:00:00.820851+00:00,213.2
,2025-09-28T23:00:00.554667+00:00,192.6
,2025-09-28T04:15:00.820851+00:00,209.5
,2025-09-28T23:15:00.554667+00:00,240.1
,2025-09-28T04:30:00.820851+00:00,259.1
,2025-09-28T23:30:00.554667+00:00,255.3
,2025-09-28T04:45:00.820851+00:00,192.5
,2025-09-28T23:45:00.554667+00:00,240.1
,2025-09-28T05:00:00.820851+00:00,244.2
,2025-09-29T00:00:00.554667+00:00,265.7
,2025-09-28T05:15:00.820851+00:00,221.1
,2025-09-29T00:15:00.554667+00:00,258.0
,2025-09-28T05:30:00.820851+00:00,187.9
,2025-09-29T00:30:00.554667+00:00,260.1
,2025-09-28T05:45:00.820851+00:00,233.1
,2025-09-29T00:45:00.554667+00:00,280.0
,2025-09-28T06:00:00.820851+00:00,256.4
,2025-09-29T01:00:00.554667+00:00,193.1
,2025-09-28T06:15:00.820851+00:00,243.7
,2025-09-29T01:15:00.554667+00:00,214.4
,2025-09-28T06:30:00.820851+00:00,233.1
,2025-09-29T01:30:00.554667+00:00,221.6
,2025-09-28T06:45:00.820851+00:00,213.5
,2025-09-29T01:45:00.554667+00:00,200.7
,2025-09-28T07:00:00.820851+00:00,225.6
,2025-09-29T02:00:00.554667+00:00,270.2
,2025-09-28T07:15:00.820851+00:00,208.3
,2025-09-29T02:15:00.554667+00:00,224.3
,2025-09-28T07:30:00.820851+00:00,233.0
,2025-09-29T02:30:00.554667+00:00,215.5
,2025-09-28T07:45:00.820851+00:00,213.2
,2025-09-29T02:45:00.554667+00:00,219.2
,2025-09-28T08:00:00.820851+00:00,204.5
,2025-09-29T03:00:00.554667+00:00,242.2
,2025-09-28T08:15:00.820851+00:00,190.5
,2025-09-29T03:15:00.554667+00:00,228.4
,2025-09-28T08:30:00.820851+00:00,191.5
,2025-09-29T03:30:00.554667+00:00,242.6
,2025-09-28T08:45:00.820851+00:00,204.5
,2025-09-29T03:45:00.554667+00:00,245.3
,2025-09-28T09:00:00.820851+00:00,229.7
,2025-09-29T04:00:00.554667+00:00,227.4
,2025-09-28T09:15:00.820851+00:00,246.1
,2025-09-29T04:15:00.554667+00:00,218.2
,2025-09-28T09:30:00.820851+00:00,193.6
,2025-09-29T04:30:00.554667+00:00,214.2
,2025-09-28T09:45:00.820851+00:00,233.9
,2025-09-29T04:45:00.554667+00:00,246.6
,2025-09-28T10:00:00.820851+00:00,262.7
,2025-09-29T05:00:00.554667+00:00,234.4
,2025-09-28T10:15:00.820851+00:00,257.4
,2025-09-29T05:15:00.554667+00:00,226.8
,2025-09-28T10:30:00.820851+00:00,211.4
,2025-09-29T05:30:00.554667+00:00,208.9
,2025-09-28T10:45:00.820851+00:00,252.8
,2025-09-29T05:45:00.554667+00:00,224.5
,2025-09-28T11:00:00.820851+00:00,249.4
,2025-09-29T06:00:00.554667+00:00,229.8
,2025-09-28T11:15:00.820851+00:00,165.8
,2025-09-29T06:15:00.554667+00:00,257.6
,2025-09-28T11:30:00.820851+00:00,184.3
,2025-09-29T06:30:00.554667+00:00,257.8
,2025-09-28T11:45:00.820851+00:00,183.4
,2025-09-29T06:45:00.554667+00:00,262.5
,2025-09-28T12:00:00.820851+00:00,224.1
,2025-09-29T07:00:00.554667+00:00,235.6
,2025-09-28T12:15:00.820851+00:00,259.5
,2025-09-29T07:15:00.554667+00:00,271.1
,2025-09-28T12:30:00.820851+00:00,249.7
,2025-09-29T07:30:00.554667+00:00,223.5
,2025-09-28T12:45:00.820851+00:00,244.6
,2025-09-29T07:45:00.554667+00:00,178.5
,2025-09-28T13:00:00.820851+00:00,253.4
,2025-09-29T08:00:00.554667+00:00,252.2
,2025-09-28T13:15:00.820851+00:00,251.7
,2025-09-29T08:15:00.554667+00:00,214.1
,2025-09-28T13:30:00.820851+00:00,201.2
,2025-09-29T08:30:00.554667+00:00,210.9
,2025-09-28T13:45:00.820851+00:00,200.3
,2025-09-29T08:45:00.554667+00:00,201.4
,2025-09-28T14:00:00.820851+00:00,212.8
,2025-09-29T09:00:00.554667+00:00,205.8
,2025-09-28T14:15:00.820851+00:00,256.0
,2025-09-29T09:15:00.554667+00:00,192.4
,2025-09-28T14:30:00.820851+00:00,239.4
,2025-09-29T09:30:00.554667+00:00,211.2
,2025-09-28T14:45:00.820851+00:00,220.4
,2025-09-29T09:45:00.554667+00:00,230.9
,2025-09-28T15:00:00.820851+00:00,203.6
,2025-09-29T10:00:00.554667+00:00,198.7
,2025-09-28T15:15:00.820851+00:00,228.9
,2025-09-29T10:15:00.554667+00:00,214.4
,2025-09-28T15:30:00.820851+00:00,227.5
,2025-09-29T10:30:00.554667+00:00,223.7
,2025-09-28T15:45:00.820851+00:00,216.4
,2025-09-29T10:45:00.554667+00:00,181.7
,2025-09-28T16:00:00.820851+00:00,256.2
,2025-09-29T11:00:00.554667+00:00,218.9
,2025-09-28T16:15:00.820851+00:00,266.1
,2025-09-29T11:15:00.554667+00:00,212.6
,2025-09-28T16:30:00.820851+00:00,267.8
,2025-09-29T11:30:00.554667+00:00,225.1
,2025-09-28T16:45:00.820851+00:00,230.2
,2025-09-29T11:45:00.554667+00:00,256.9
,2025-09-28T17:00:00.820851+00:00,233.6
,2025-09-29T12:00:00.554667+00:00,212.1
,2025-09-28T17:15:00.820851+00:00,212.9
,2025-09-29T12:15:00.554667+00:00,240.2
,2025-09-28T17:30:00.820851+00:00,243.4
,2025-09-29T12:30:00.554667+00:00,221.0
,2025-09-28T17:45:00.820851+00:00,237.9
,2025-09-29T12:45:00.554667+00:00,239.4
,2025-09-28T18:00:00.820851+00:00,229.5
,2025-09-29T13:00:00.554667+00:00,208.7
,2025-09-28T18:15:00.820851+00:00,252.8
,2025-09-29T13:15:00.554667+00:00,234.4
,2025-09-28T18:30:00.820851+00:00,269.6
,2025-09-29T13:30:00.554667+00:00,207.1
,2025-09-28T18:45:00.820851+00:00,270.4
,2025-09-29T13:45:00.554667+00:00,238.6
,2025-09-28T19:00:00.820851+00:00,292.8
,2025-09-29T14:00:00.554667+00:00,197.8
,2025-09-28T19:15:00.820851+00:00,185.9
,2025-09-29T14:15:00.554667+00:00,265.1
,2025-09-28T19:30:00.820851+00:00,190.6
,2025-09-29T14:30:00.554667+00:00,227.6
,2025-09-28T19:45:00.820851+00:00,233.4
,2025-09-29T14:45:00.554667+00:00,245.2
,2025-09-28T20:00:00.820851+00:00,276.6
,2025-09-29T15:00:00.554667+00:00,188.9
,2025-09-28T20:15:00.820851+00:00,235.7
,2025-09-29T15:15:00.554667+00:00,259.2
,2025-09-28T20:30:00.820851+00:00,291.5
,2025-09-29T15:30:00.554667+00:00,219.9
,2025-09-28T20:45:00.820851+00:00,236.8
,2025-09-29T15:45:00.554667+00:00,226.8
,2025-09-28T21:00:00.820851+00:00,240.9
,2025-09-29T16:00:00.554667+00:00,191.4
,2025-09-28T21:15:00.820851+00:00,239.1
,2025-09-29T16:15:00.554667+00:00,239.6
,2025-09-28T21:30:00.820851+00:00,264.7
,2025-09-29T16:30:00.554667+00:00,266.4
,2025-09-28T21:45:00.820851+00:00,264.6
,2025-09-29T16:45:00.554667+00:00,204.7
,2025-09-28T22:00:00.820851+00:00,263.1
,2025-09-29T17:00:00.554667+00:00,287.7
,2025-09-28T22:15:00.820851+00:00,252.3
,2025-09-29T17:15:00.554667+00:00,228.3
,2025-09-28T22:30:00.820851+00:00,220.1
,2025-09-29T17:30:00.554667+00:00,259.5
,2025-09-28T22:45:00.820851+00:00,233.6
,2025-09-29T17:45:00.554667+00:00,233.2
,2025-09-28T23:00:00.820851+00:00,249.3
,2025-09-29T18:00:00.554667+00:00,227.0
,2025-09-28T23:15:00.820851+00:00,286.5
,2025-09-29T18:15:00.554667+00:00,213.6
,2025-09-28T23:30:00.820851+00:00,225.1
,2025-09-29T18:30:00.554667+00:00,235.7
,2025-09-28T23:45:00.820851+00:00,225.7
,2025-09-29T18:45:00.554667+00:00,248.3
,2025-09-29T00:00:00.820851+00:00,246.4
,2025-09-29T19:00:00.554667+00:00,261.3
,2025-09-29T00:15:00.820851+00:00,282.8
,2025-09-29T19:15:00.554667+00:00,226.1
,2025-09-29T00:30:00.820851+00:00,206.6
,2025-09-29T19:30:00.554667+00:00,253.7
,2025-09-29T00:45:00.820851+00:00,250.3
,2025-09-29T19:45:00.554667+00:00,210.8
,2025-09-29T01:00:00.820851+00:00,252.3
,2025-09-29T20:00:00.554667+00:00,199.5
,2025-09-29T01:15:00.820851+00:00,247.9
,2025-09-29T20:15:00.554667+00:00,238.5
,2025-09-29T01:30:00.820851+00:00,249.6
,2025-09-29T20:30:00.554667+00:00,233.0
,2025-09-29T01:45:00.820851+00:00,238.1
,2025-09-29T20:45:00.554667+00:00,271.6
,2025-09-29T02:00:00.820851+00:00,259.2
,2025-09-29T21:00:00.554667+00:00,256.7
,2025-09-29T02:15:00.820851+00:00,244.0
,2025-09-29T21:15:00.554667+00:00,218.8
,2025-09-29T02:30:00.820851+00:00,180.5
,2025-09-29T21:30:00.554667+00:00,209.6
,2025-09-29T02:45:00.820851+00:00,224.9
,2025-09-29T21:45:00.554667+00:00,233.8
,2025-09-29T03:00:00.820851+00:00,226.5
,2025-09-29T22:00:00.554667+00:00,262.7
,2025-09-29T03:15:00.820851+00:00,193.5
,2025-09-29T22:15:00.554667+00:00,232.5
,2025-09-29T03:30:00.820851+00:00,235.4
,2025-09-29T22:30:00.554667+00:00,217.5
,2025-09-29T03:45:00.820851+00:00,222.9
,2025-09-29T22:45:00.554667+00:00,280.1
,2025-09-29T04:00:00.820851+00:00,213.3
,2025-09-29T23:00:00.554667+00:00,272.0
,2025-09-29T04:15:00.820851+00:00,207.5
,2025-09-29T23:15:00.554667+00:00,225.4
,2025-09-29T04:30:00.820851+00:00,230.5
,2025-09-29T23:30:00.554667+00:00,232.6
,2025-09-29T04:45:00.820851+00:00,212.9
,2025-09-29T23:45:00.554667+00:00,247.2
,2025-09-29T05:00:00.820851+00:00,242.1
,2025-09-30T00:00:00.554667+00:00,238.7
,2025-09-29T05:15:00.820851+00:00,205.0
,2025-09-30T00:15:00.554667+00:00,228.6
,2025-09-29T05:30:00.820851+00:00,227.3
,2025-09-30T00:30:00.554667+00:00,262.5
,2025-09-29T05:45:00.820851+00:00,214.4
,2025-09-30T00:45:00.554667+00:00,219.0
,2025-09-29T06:00:00.820851+00:00,210.9
,2025-09-30T01:00:00.554667+00:00,226.3
,2025-09-29T06:15:00.820851+00:00,238.6
,2025-09-30T01:15:00.554667+00:00,222.0
,2025-09-29T06:30:00.820851+00:00,244.1
,2025-09-30T01:30:00.554667+00:00,232.1
,2025-09-29T06:45:00.820851+00:00,257.4
,2025-09-30T01:45:00.554667+00:00,216.2
,2025-09-29T07:00:00.820851+00:00,223.8
,2025-09-30T02:00:00.554667+00:00,232.7
,2025-09-29T07:15:00.820851+00:00,218.8
,2025-09-30T02:15:00.554667+00:00,263.8
,2025-09-29T07:30:00.820851+00:00,249.3
,2025-09-30T02:30:00.554667+00:00,239.2
,2025-09-29T07:45:00.820851+00:00,235.4
,2025-09-30T02:45:00.554667+00:00,298.2
,2025-09-29T08:00:00.820851+00:00,194.8
,2025-09-30T03:00:00.554667+00:00,231.4
,2025-09-29T08:15:00.820851+00:00,233.3
,2025-09-30T03:15:00.554667+00:00,274.5
,2025-09-30T03:30:00.554667+00:00,239.6
,2025-09-29T08:30:00.820851+00:00,248.9
,2025-09-30T03:45:00.554667+00:00,236.9
,2025-09-29T08:45:00.820851+00:00,255.0
,2025-09-30T04:00:00.554667+00:00,249.4
,2025-09-29T09:00:00.820851+00:00,234.2
,2025-09-30T04:15:00.554667+00:00,188.7
,2025-09-29T09:15:00.820851+00:00,257.3
,2025-09-30T04:30:00.554667+00:00,211.7
,2025-09-29T09:30:00.820851+00:00,174.0
,2025-09-30T04:45:00.554667+00:00,274.5
,2025-09-29T09:45:00.820851+00:00,210.2
,2025-09-30T05:00:00.554667+00:00,241.2
,2025-09-29T10:00:00.820851+00:00,221.4
,2025-09-30T05:15:00.554667+00:00,249.9
,2025-09-29T10:15:00.820851+00:00,227.9
,2025-09-30T05:30:00.554667+00:00,237.5
,2025-09-29T10:30:00.820851+00:00,221.5
,2025-09-30T05:45:00.554667+00:00,213.3
,2025-09-29T10:45:00.820851+00:00,241.9
,2025-09-30T06:00:00.554667+00:00,203.7
,2025-09-29T11:00:00.820851+00:00,201.6
,2025-09-30T06:15:00.554667+00:00,207.6
,2025-09-29T11:15:00.820851+00:00,252.3
,2025-09-30T06:30:00.554667+00:00,283.9
,2025-09-29T11:30:00.820851+00:00,251.8
,2025-09-30T06:45:00.554667+00:00,188.5
,2025-09-29T11:45:00.820851+00:00,283.5
,2025-09-30T07:00:00.554667+00:00,240.5
,2025-09-29T12:00:00.820851+00:00,187.7
,2025-09-30T07:15:00.554667+00:00,230.6
,2025-09-29T12:15:00.820851+00:00,215.0
,2025-09-30T07:30:00.554667+00:00,251.5
,2025-09-29T12:30:00.820851+00:00,217.5
,2025-09-30T07:45:00.554667+00:00,243.5
,2025-09-29T12:45:00.820851+00:00,199.2
,2025-09-30T08:00:00.554667+00:00,235.6
,2025-09-29T13:00:00.820851+00:00,245.9
,2025-09-30T08:15:00.554667+00:00,209.8
,2025-09-29T13:15:00.820851+00:00,199.4
,2025-09-30T08:30:00.554667+00:00,183.7
,2025-09-29T13:30:00.820851+00:00,138.7
,2025-09-30T08:45:00.554667+00:00,205.8
,2025-09-29T13:45:00.820851+00:00,239.2
,2025-09-30T09:00:00.554667+00:00,196.8
,2025-09-29T14:00:00.820851+00:00,257.6
,2025-09-30T09:15:00.554667+00:00,219.0
,2025-09-29T14:15:00.820851+00:00,278.3
,2025-09-30T09:30:00.554667+00:00,254.0
,2025-09-29T14:30:00.820851+00:00,225.4
,2025-09-30T09:45:00.554667+00:00,227.7
,2025-09-29T14:45:00.820851+00:00,225.7
,2025-09-30T10:00:00.554667+00:00,190.8
,2025-09-29T15:00:00.820851+00:00,250.4
,2025-09-30T10:15:00.554667+00:00,192.8
,2025-09-29T15:15:00.820851+00:00,225.3
,2025-09-30T10:30:00.554667+00:00,195.8
,2025-09-29T15:30:00.820851+00:00,191.9
,2025-09-30T10:45:00.554667+00:00,242.8
,2025-09-29T15:45:00.820851+00:00,231.2
,2025-09-30T11:00:00.554667+00:00,210.4
,2025-09-29T16:00:00.820851+00:00,270.2
,2025-09-30T11:15:00.554667+00:00,205.2
,2025-09-29T16:15:00.820851+00:00,265.5
,2025-09-30T11:30:00.554667+00:00,253.9
,2025-09-29T16:30:00.820851+00:00,271.7
,2025-09-30T11:45:00.554667+00:00,209.6
,2025-09-29T16:45:00.820851+00:00,210.7
,2025-09-30T12:00:00.554667+00:00,238.5
,2025-09-29T17:00:00.820851+00:00,246.0
,2025-09-30T12:15:00.554667+00:00,236.5
,2025-09-29T17:15:00.820851+00:00,242.8
,2025-09-30T12:30:00.554667+00:00,211.4
,2025-09-29T17:30:00.820851+00:00,233.3
,2025-09-30T12:45:00.554667+00:00,265.6
,2025-09-29T17:45:00.820851+00:00,238.2
,2025-09-30T13:00:00.554667+00:00,255.7
,2025-09-29T18:00:00.820851+00:00,238.1
,2025-09-30T13:15:00.554667+00:00,211.6
,2025-09-29T18:15:00.820851+00:00,222.5
,2025-09-30T13:30:00.554667+00:00,228.3
,2025-09-29T18:30:00.820851+00:00,237.0
,2025-09-30T13:45:00.554667+00:00,235.0
,2025-09-29T18:45:00.820851+00:00,231.5
,2025-09-30T14:00:00.554667+00:00,256.8
,2025-09-29T19:00:00.820851+00:00,246.4
,2025-09-30T14:15:00.554667+00:00,226.4
,2025-09-29T19:15:00.820851+00:00,253.1
,2025-09-30T14:30:00.554667+00:00,207.4
,2025-09-29T19:30:00.820851+00:00,249.9
,2025-09-30T14:45:00.554667+00:00,291.5
,2025-09-29T19:45:00.820851+00:00,250.1
,2025-09-30T15:00:00.554667+00:00,225.7
,2025-09-29T20:00:00.820851+00:00,237.6
,2025-09-30T15:15:00.554667+00:00,277.3
,2025-09-29T20:15:00.820851+00:00,211.9
,2025-09-30T15:30:00.554667+00:00,224.5
,2025-09-29T20:30:00.820851+00:00,227.2
,2025-09-30T15:45:00.554667+00:00,254.4
,2025-09-29T20:45:00.820851+00:00,256.8
,2025-09-30T16:00:00.554667+00:00,227.8
,2025-09-29T21:00:00.820851+00:00,244.2
,2025-09-30T16:15:00.554667+00:00,220.6
,2025-09-29T21:15:00.820851+00:00,300
,2025-09-30T16:30:00.554667+00:00,207.0
,2025-09-29T21:30:00.820851+00:00,227.4
,2025-09-30T16:45:00.554667+00:00,247.6
,2025-09-29T21:45:00.820851+00:00,273.1
,2025-09-30T17:00:00.554667+00:00,235.3
,2025-09-29T22:00:00.820851+00:00,194.5
,2025-09-30T17:15:00.554667+00:00,245.5
,2025-09-29T22:15:00.820851+00:00,254.8
,2025-09-30T17:30:00.554667+00:00,210.2
,2025-09-29T22:30:00.820851+00:00,234.9
,2025-09-30T17:45:00.554667+00:00,249.6
,2025-09-29T22:45:00.820851+00:00,256.6
,2025-09-30T18:00:00.554667+00:00,253.4
,2025-09-29T23:00:00.820851+00:00,240.2
,2025-09-30T18:15:00.554667+00:00,239.7
,2025-09-29T23:15:00.820851+00:00,200.6
,2025-09-30T18:30:00.554667+00:00,253.0
,2025-09-29T23:30:00.820851+00:00,264.0
,2025-09-30T18:45:00.554667+00:00,238.5
,2025-09-29T23:45:00.820851+00:00,221.4
,2025-09-30T19:00:00.554667+00:00,244.3
,2025-09-30T00:00:00.820851+00:00,259.8
,2025-09-30T19:15:00.554667+00:00,225.1
,2025-09-30T00:15:00.820851+00:00,238.2
,2025-09-30T19:30:00.554667+00:00,271.1
,2025-09-30T00:30:00.820851+00:00,282.0
,2025-09-30T19:45:00.554667+00:00,250.6
